,Username,Repository Name,Repository URL,Main.java URL,commit_count,complexity
232,joewalnes,idea-community,https://github.com/joewalnes/idea-community,https://github.com/joewalnes/idea-community/blob/1fa2c45953ed08667da52b1b83d44c56eb83b043/tools/lexer/jflex-1.4/src/JFlex/Main.java,2,28
233,github,codeql,https://github.com/github/codeql,https://github.com/github/codeql/blob/95ddc01ccb562a0a3b712a0d2e417cecf1366935/javascript/extractor/src/com/semmle/js/extractor/Main.java,96,17
234,jenkinsci,jenkins,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/blob/29f59d038ebb54cdc91f67be5789ede5fd136bfa/war/src/main/java/executable/Main.java,9,11
235,NotMyFault,jenkins-blocks,https://github.com/NotMyFault/jenkins-blocks,https://github.com/NotMyFault/jenkins-blocks/blob/a6ff3afd42179492ddd16e5bcac9ed44d3bac720/war/src/main/java/executable/Main.java,9,11
236,MusicPlayerDaemon,MPD,https://github.com/MusicPlayerDaemon/MPD,https://github.com/MusicPlayerDaemon/MPD/blob/9c19368fc789fa7101110f73b6ffae8503ae326d/android/src/Main.java,22,16
237,codehaus,groovy-git,https://github.com/codehaus/groovy-git,https://github.com/codehaus/groovy-git/blob/7f940159920d4ea5bc727cfcbef8aba9b48c5e50/src/main/org/codehaus/groovy/antlr/Main.java,10,19
238,eclipse-aspectj,aspectj,https://github.com/eclipse-aspectj/aspectj,https://github.com/eclipse-aspectj/aspectj/blob/ab65cbdd5887a1ea4b4e96db044584e347265f9e/docs/sandbox/ubc-design-patterns/src/ca/ubc/cs/spl/aspectPatterns/examples/abstractFactory/java/Main.java,1,24
239,smx-extra,org.aspectj,https://github.com/smx-extra/org.aspectj,https://github.com/smx-extra/org.aspectj/blob/3030eb6cfde33d57de3fb28220defa91deb6cfe1/docs/sandbox/ubc-design-patterns/src/ca/ubc/cs/spl/aspectPatterns/examples/abstractFactory/java/Main.java,1,24
240,chorman0773,org.aspectj,https://github.com/chorman0773/org.aspectj,https://github.com/chorman0773/org.aspectj/blob/9e992d6e5e2809afdc18ee4ce4e3bc42b9883e00/docs/sandbox/ubc-design-patterns/src/ca/ubc/cs/spl/aspectPatterns/examples/abstractFactory/java/Main.java,1,24
241,soot-oss,soot,https://github.com/soot-oss/soot,https://github.com/soot-oss/soot/blob/1ad74494974165e8b5f2286c90f218a00eadc243/src/main/java/soot/Main.java,16,33
242,OpenUniversity,ajc,https://github.com/OpenUniversity/ajc,https://github.com/OpenUniversity/ajc/blob/9a8e1676fc022ce5fee89782a701057eee563864/docs/sandbox/ubc-design-patterns/src/ca/ubc/cs/spl/aspectPatterns/examples/abstractFactory/java/Main.java,1,24
243,karatelabs,karate,https://github.com/karatelabs/karate,https://github.com/karatelabs/karate/blob/7e183640db5efc375cb4643fdd9c95f35700a71d/karate-core/src/main/java/com/intuit/karate/Main.java,49,18
244,mozilla,rhino,https://github.com/mozilla/rhino,https://github.com/mozilla/rhino/blob/59fd3809b308cb4e977241543b73d3252d2f67d7/toolsrc/org/mozilla/javascript/tools/debugger/Main.java,81,60
245,apple,servicetalk,https://github.com/apple/servicetalk,https://github.com/apple/servicetalk/blob/51f8c6565496fa135c6560cbd21c68effb65b24c/servicetalk-grpc-protoc/src/main/java/io/servicetalk/grpc/protoc/Main.java,8,6
246,javamelody,javamelody,https://github.com/javamelody/javamelody,https://github.com/javamelody/javamelody/blob/50640bc6174482a9b003c090331fe326c226a07e/javamelody-core/src/main/java/net/bull/javamelody/Main.java,14,21
247,huanghongxun,HMCL,https://github.com/huanghongxun/HMCL,https://github.com/huanghongxun/HMCL/blob/470c3d6c24619ee5c3d6b8f0cec28bce7b22bf09/HMCL/src/main/java/org/jackhuang/hmcl/Main.java,68,2
248,umlet,umlet,https://github.com/umlet/umlet,https://github.com/umlet/umlet/blob/a235c33da3335c3a062bc458816f30acfb060f6c/umlet-swing/src/main/java/com/baselet/control/Main.java,6,8
249,eric7237cire,CodeJam,https://github.com/eric7237cire/CodeJam,https://github.com/eric7237cire/CodeJam/blob/ca9dd1ddad5c42a02731c3c7c8e4342bd5c9ee9d/cjava/src/main/java/codejam/y2012/round_final/zombie_smash/Main.java,5,2
250,apache,geronimo-gshell,https://github.com/apache/geronimo-gshell,https://github.com/apache/geronimo-gshell/blob/51c982761777b2ce2fbf0b18ab642a5cf0c169eb/gshell-cli/src/main/java/org/apache/geronimo/gshell/cli/Main.java,100,25
251,google-code-export,nativelibs4java,https://github.com/google-code-export/nativelibs4java,https://github.com/google-code-export/nativelibs4java/blob/3a1fdc38172201a0c66ebd03865c9b9e0c71d9e5/Moved%20to%20GitHub/jnaerator/anarres/src/java/org/anarres/cpp/Main.java,0,85
252,a0x8o,kafka,https://github.com/a0x8o/kafka,https://github.com/a0x8o/kafka/blob/54eff6af115ee647f60129f2ce6a044cb17215d0/sdks/java/nexmark/src/main/java/org/apache/beam/sdk/nexmark/Main.java,1,5
253,a0x8o,beam,https://github.com/a0x8o/beam,https://github.com/a0x8o/beam/blob/c20455fe0a97c885a8ef11d60d3381020c9f1bdc/sdks/java/nexmark/src/main/java/org/apache/beam/sdk/nexmark/Main.java,4,5
254,kpeel5839,CodingTest,https://github.com/kpeel5839/CodingTest,https://github.com/kpeel5839/CodingTest/blob/31734a35e2edd3b1eb26532e65b13dd49f1d9580/BJ/Java/11000_problem/src/Main.java,1,6
255,fancyChuan,bigdata-hub,https://github.com/fancyChuan/bigdata-hub,https://github.com/fancyChuan/bigdata-hub/blob/7c4af7e39c985ca43b7cd24be78525e642c1f923/spark/src/main/java/learningSpark/rddProgram/Main.java,7,19
256,epfldata,squall,https://github.com/epfldata/squall,https://github.com/epfldata/squall/blob/9b5c9f14ead726e7e7e6c452598f488657a5be18/squall-core/src/main/java/ch/epfl/data/squall/main/Main.java,8,13
257,nativelibs4java,JNAerator,https://github.com/nativelibs4java/JNAerator,https://github.com/nativelibs4java/JNAerator/blob/8e8a382a3cc17fbed1dbf626a151d599c53d8baa/anarres/src/main/velocity/org/anarres/cpp/Main.java,1,85
258,skysign,WSAPT,https://github.com/skysign/WSAPT,https://github.com/skysign/WSAPT/blob/b050dbea07513300ae69087c0052decd8c1d9572/ALGOSPOT%20PACKING/src/Main.java,0,17
259,albertlatacz,java-repl,https://github.com/albertlatacz/java-repl,https://github.com/albertlatacz/java-repl/blob/5fb4d89637cf6ec9c1a735ba29db122f572a9c00/src/javarepl/Main.java,100,37
260,IllusionRom-deprecated,android_platform_tools_idea,https://github.com/IllusionRom-deprecated/android_platform_tools_idea,https://github.com/IllusionRom-deprecated/android_platform_tools_idea/blob/b557fdbb754e1d9f6b222ecb426785beb112db04/tools/lexer/jflex-1.4/src/JFlex/Main.java,1,28
261,a0x8o,drill,https://github.com/a0x8o/drill,https://github.com/a0x8o/drill/blob/e7a29ee56d725b469cae796944316baf46dc1857/sdks/java/nexmark/src/main/java/org/apache/beam/sdk/nexmark/Main.java,1,5
262,DayBreak-u,chineseocr_lite,https://github.com/DayBreak-u/chineseocr_lite,https://github.com/DayBreak-u/chineseocr_lite/blob/6b1a2ae63143805c96719d8b8d8309884a14f75e/jvm_projects/OcrLiteNcnnJvm/src/main/java/com/benjaminwan/ocr/Main.java,2,15
263,magnitopic,Programacion_DAW,https://github.com/magnitopic/Programacion_DAW,https://github.com/magnitopic/Programacion_DAW/blob/91bbb083a8e60ab192d0280be167124664116c70/EjercicioNBA/Main.java,9,48
264,atgreen,moxiedev,https://github.com/atgreen/moxiedev,https://github.com/atgreen/moxiedev/blob/4701d7c641bc4ac3be1ce3f12f336c41ccf1435f/gcc/libjava/gnu/gcj/tools/gcj_dbtool/Main.java,4,49
265,leonghia,aptech,https://github.com/leonghia/aptech,https://github.com/leonghia/aptech/blob/8d1c7716ed85ed5ae31687df5be04ef998934ee1/jp2/exercises/BankManagement/src/main/java/com/nghia3/Main.java,2,70
266,Appdynamics,OSS,https://github.com/Appdynamics/OSS,https://github.com/Appdynamics/OSS/blob/1e112f8854a25b3ecf337cad6eccf7c85e732525/aspectjrt/1.5.3/docs/sandbox/ubc-design-patterns/src/ca/ubc/cs/spl/aspectPatterns/examples/abstractFactory/java/Main.java,1,24
267,benebsiny,NineNine,https://github.com/benebsiny/NineNine,https://github.com/benebsiny/NineNine/blob/5a3f4affd6864acd40559cb8a539febb95dda199/src/main/java/Server/Main.java,43,55
268,tangyou79,LDkit,https://github.com/tangyou79/LDkit,https://github.com/tangyou79/LDkit/blob/f3d0183b683e6a7ebbc45259473918a6701d7ff1/source%20code/src/com/LD/start/main.java,0,14
269,wttech,SecureAEM,https://github.com/wttech/SecureAEM,https://github.com/wttech/SecureAEM/blob/8ec0478ea7ee88b5163f1336e4bfc8ea4cd8eab2/src/main/java/com/cognifide/secureaem/cli/Main.java,15,19
270,21Joakim,Jockie-Utils,https://github.com/21Joakim/Jockie-Utils,https://github.com/21Joakim/Jockie-Utils/blob/2d9234f7c01d3022d4f97871bbba89ab9668217d/example/example/Main.java,12,11
271,a0x8o,presto,https://github.com/a0x8o/presto,https://github.com/a0x8o/presto/blob/ea44cc80f1334cc32374f16f7b4cad74af308dbc/sdks/java/nexmark/src/main/java/org/apache/beam/sdk/nexmark/Main.java,1,5
272,UCDGeeks,RealEstate_System,https://github.com/UCDGeeks/RealEstate_System,https://github.com/UCDGeeks/RealEstate_System/blob/78f90d7e34e21569829d2e9242937b6cb621f438/src/views/main.java,8,2
273,BYUCS452F2020,white_chapel_helper,https://github.com/BYUCS452F2020/white_chapel_helper,https://github.com/BYUCS452F2020/white_chapel_helper/blob/050afcfc83e830861146c36dbd05c42a255109b1/src/main/java/Relational/Main.java,1,23
274,zozich,GoFE8-AKoziulia,https://github.com/zozich/GoFE8-AKoziulia,https://github.com/zozich/GoFE8-AKoziulia/blob/93971ebfa92c0270cae90b5935e61d467426e2a7/src/robot_game/Main.java,1,18
275,izgzhen,markii,https://github.com/izgzhen/markii,https://github.com/izgzhen/markii/blob/237a054a72f01121ce0fefac7532c1a39444e852/src/main/java/soot/Main.java,2,33
276,ckcks12,Homework,https://github.com/ckcks12/Homework,https://github.com/ckcks12/Homework/blob/bc9763524bd247ee5b383028e59359d6a76cc7db/db/hw2/server/src/server/main.java,2,9
277,ukitta555,University-Assignments,https://github.com/ukitta555/University-Assignments,https://github.com/ukitta555/University-Assignments/blob/d2fcc5d55c75e8da0f139be66359db047e20e806/High%20school%20projects%20(Java)/Server/Main.java,0,20
278,Fuzion24,JustTrustMe,https://github.com/Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe/blob/861c5faffeac1d3eb11323362db3256c66444dc5/app/src/main/java/just/trust/me/Main.java,30,10
279,karineek,KEM_CodeU_Assignments,https://github.com/karineek/KEM_CodeU_Assignments,https://github.com/karineek/KEM_CodeU_Assignments/blob/a077a0972d6d54a97751221d0dec118e9917ddef/CodeU_Assignement_2/src/codeu_assignement_2/main.java,6,68
280,0x000N3X4N,JavaPractice,https://github.com/0x000N3X4N/JavaPractice,https://github.com/0x000N3X4N/JavaPractice/blob/5a88312577ea47d9c3fc80578f08159d00fea8fc/src/TrainingProgram/main.java,2,26
281,NewComer00,chinese-pdf-ocr,https://github.com/NewComer00/chinese-pdf-ocr,https://github.com/NewComer00/chinese-pdf-ocr/blob/5bf03d9a49cd2fd8d3a0a1dc79fe307b38150a43/chineseocr_lite/jvm_projects/OcrLiteNcnnJvm/src/main/java/com/benjaminwan/ocr/Main.java,1,15
282,mihaip,dex-method-counts,https://github.com/mihaip/dex-method-counts,https://github.com/mihaip/dex-method-counts/blob/92ce28416cad857a5500b6dba543543d942bfa6f/src/info/persistent/dex/Main.java,16,21
283,MTUSTA,Code-Repo,https://github.com/MTUSTA/Code-Repo,https://github.com/MTUSTA/Code-Repo/blob/fc297d71b161a93819fb884caab9118eebf10a9a/BBM104/2017/Assignment3/src/Main.java,1,8
284,SEG2105-uottawa,seg2105f20-lab1-group-capn,https://github.com/SEG2105-uottawa/seg2105f20-lab1-group-capn,https://github.com/SEG2105-uottawa/seg2105f20-lab1-group-capn/blob/505be78a56675be1856d935d856c7c5473fa897e/main.java,1,5
285,a0x8o,druid,https://github.com/a0x8o/druid,https://github.com/a0x8o/druid/blob/865372401245a2204d75954a12d0d2bc177037c3/sdks/java/nexmark/src/main/java/org/apache/beam/sdk/nexmark/Main.java,1,5
286,lrusso,AndruinoBluetooth,https://github.com/lrusso/AndruinoBluetooth,https://github.com/lrusso/AndruinoBluetooth/blob/d1aeb138f8bd63f3649d2c31d0b1a07fc297a719/Andruino%20Bluetooth/app/src/main/java/ar/com/lrusso/andruinobluetooth/Main.java,0,49
287,mclumd,erewhon_systems,https://github.com/mclumd/erewhon_systems,https://github.com/mclumd/erewhon_systems/blob/93655a96415a01d8f5e49a1f2c244cbfd22b65f2/player-3.0.2/libplayercore/bindings/java/main.java,1,12
288,mchalin,ProyectoPre,https://github.com/mchalin/ProyectoPre,https://github.com/mchalin/ProyectoPre/blob/c8d63f44ab04ccd37d4d21237e0b24190ce8cd7d/EnJava/SistemaVentas/src/dominio/main.java,16,14
289,hanada31,CrashTracker-ArtifactForICSE,https://github.com/hanada31/CrashTracker-ArtifactForICSE,https://github.com/hanada31/CrashTracker-ArtifactForICSE/blob/418c906287ee8f1e1123585b32f106381e74f004/CrashTrackerTool/soot-dev/src/main/java/soot/Main.java,1,33
290,lsa-pucrs,Player,https://github.com/lsa-pucrs/Player,https://github.com/lsa-pucrs/Player/blob/38cea1e523cea958ca1a06baf2c4b6f17106ed09/libplayercore/bindings/java/main.java,1,12
291,RuslanAl1mov,bsuir_fkp_java_labs,https://github.com/RuslanAl1mov/bsuir_fkp_java_labs,https://github.com/RuslanAl1mov/bsuir_fkp_java_labs/blob/5d23a92ab6303361716d15152776deef57730371/UniversityLab1Var26/src/Main.java,1,17
292,gzu-liyujiang,UnicodeEmoji,https://github.com/gzu-liyujiang/UnicodeEmoji,https://github.com/gzu-liyujiang/UnicodeEmoji/blob/f7b2a34fbd46f3ac6a1fdecda871cd8ef97f5544/src/com/github/gzuliyujiang/UnicodeEmoji/Main.java,5,59
293,benjaminwan,OcrLiteNcnnJvm,https://github.com/benjaminwan/OcrLiteNcnnJvm,https://github.com/benjaminwan/OcrLiteNcnnJvm/blob/4c1573d3a93f6833055e695cbcd7d1725d0f3968/src/main/java/com/benjaminwan/ocr/Main.java,4,15
294,lada-gagina,player-middleware,https://github.com/lada-gagina/player-middleware,https://github.com/lada-gagina/player-middleware/blob/a4c84e9e0f1163242282be16894ae5e4c7814dc9/player-3.0.2/libplayercore/bindings/java/main.java,1,12
295,carldea,matrixfx,https://github.com/carldea/matrixfx,https://github.com/carldea/matrixfx/blob/11ff0598a04d2114c228b71f8ff83d45e973602e/src/main/java/com/carlfx/matrixfx/Main.java,3,20
296,DongjieHe,Soot,https://github.com/DongjieHe/Soot,https://github.com/DongjieHe/Soot/blob/c0f09fe79697548ab2f7c67e4a46fbc5975cb48b/src/main/java/soot/Main.java,1,33
297,yMaatheus,VastusMC,https://github.com/yMaatheus/VastusMC,https://github.com/yMaatheus/VastusMC/blob/b6414b7f11926370ebabe2ead3e1f252615ce629/VastusEssentials/src/dev/vastusmc/essentials/Main.java,1,6
298,abroun,Player-UweSub,https://github.com/abroun/Player-UweSub,https://github.com/abroun/Player-UweSub/blob/b5979160313b9a548ea23f12d7f1aa7624aa9088/libplayercore/bindings/java/main.java,1,12
299,aerze,four-in-a-row,https://github.com/aerze/four-in-a-row,https://github.com/aerze/four-in-a-row/blob/44caaecba31c78cb0b0a4c57e974c805c77c7d16/main.java,1,16
300,ps3dev,gcc-4.7.0-PS3,https://github.com/ps3dev/gcc-4.7.0-PS3,https://github.com/ps3dev/gcc-4.7.0-PS3/blob/5d9addb08be92a040b8a8675c9e5a231ce37d705/libjava/gnu/gcj/tools/gcj_dbtool/Main.java,1,49
301,hiddewie,Schaken,https://github.com/hiddewie/Schaken,https://github.com/hiddewie/Schaken/blob/774529ab52d99bb1ed01fab9cf0e7415c51da1df/src/Main.java,1,1
302,BreakawayConsulting,gcc,https://github.com/BreakawayConsulting/gcc,https://github.com/BreakawayConsulting/gcc/blob/494009614ec39c25be697e6cabc5361e621413e4/libjava/gnu/gcj/tools/gcj_dbtool/Main.java,1,49
303,lshain-android-source,tools-idea,https://github.com/lshain-android-source/tools-idea,https://github.com/lshain-android-source/tools-idea/blob/b37108d841684bcc2af45a2539b75dd62c4e283c/tools/lexer/jflex-1.4/src/JFlex/Main.java,1,28
304,romankagan,DDBWorkbench,https://github.com/romankagan/DDBWorkbench,https://github.com/romankagan/DDBWorkbench/blob/a2d89118776fea1096b296f1714143f9b2d6c5f4/tools/lexer/jflex-1.4/src/JFlex/Main.java,1,28
305,mcPear,circleCrop,https://github.com/mcPear/circleCrop,https://github.com/mcPear/circleCrop/blob/6f8c7788a33937add39441e494d67ff63bec4de4/src/main/java/Main.java,2,6
306,vishwaabhinav-zz,OpenNMS,https://github.com/vishwaabhinav-zz/OpenNMS,https://github.com/vishwaabhinav-zz/OpenNMS/blob/f6eeceeaa9f4f4e9674e60435f1ca89fd5a04552/features/instrumentationLogReader/src/main/java/org/opennms/util/ilr/Main.java,2,16
